+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                    ;
+----------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; DP|chip_ALU|ADD|\Stage_0:9:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:9:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:9:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:9:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:8:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:8:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:8:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:8:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:8:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:8:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:8:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:8:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:7:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:7:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:7:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:7:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:7:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:7:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:7:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:7:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:6:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:6:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:6:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:6:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:6:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:6:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:6:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:6:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:5:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:5:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:5:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:5:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:5:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:5:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:5:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:5:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:4:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:4:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:4:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:4:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:4:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:4:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:4:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:4:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:3:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:3:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:3:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:3:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:3:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:3:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:3:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:3:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:2:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:2:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:2:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:2:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:2:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:2:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:2:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:2:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:1:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:1:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:1:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:1:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:1:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:1:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:1:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:1:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:0:map_gen_0|Chip_AND            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:0:map_gen_0|Chip_XOR|Chip_OR    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:0:map_gen_0|Chip_XOR|Chip_AND2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:0:map_gen_0|Chip_XOR|Chip_AND1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:0:map_gen_0|Chip_XOR|Chip_NOT2  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:0:map_gen_0|Chip_XOR|Chip_NOT1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:0:map_gen_0|Chip_XOR            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\Stage_0:0:map_gen_0                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:15:map_xor|Chip_OR              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:15:map_xor|Chip_AND2            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:15:map_xor|Chip_AND1            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:15:map_xor|Chip_NOT2            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:15:map_xor|Chip_NOT1            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:15:map_xor                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:14:map_xor|Chip_OR              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:14:map_xor|Chip_AND2            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:14:map_xor|Chip_AND1            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:14:map_xor|Chip_NOT2            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:14:map_xor|Chip_NOT1            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:14:map_xor                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:13:map_xor|Chip_OR              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:13:map_xor|Chip_AND2            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:13:map_xor|Chip_AND1            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:13:map_xor|Chip_NOT2            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:13:map_xor|Chip_NOT1            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:13:map_xor                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:12:map_xor|Chip_OR              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:12:map_xor|Chip_AND2            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:12:map_xor|Chip_AND1            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:12:map_xor|Chip_NOT2            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:12:map_xor|Chip_NOT1            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:12:map_xor                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:11:map_xor|Chip_OR              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:11:map_xor|Chip_AND2            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:11:map_xor|Chip_AND1            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:11:map_xor|Chip_NOT2            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:11:map_xor|Chip_NOT1            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:11:map_xor                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:10:map_xor|Chip_OR              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:10:map_xor|Chip_AND2            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:10:map_xor|Chip_AND1            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:10:map_xor|Chip_NOT2            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:10:map_xor|Chip_NOT1            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:10:map_xor                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:9:map_xor|Chip_OR               ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:9:map_xor|Chip_AND2             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:9:map_xor|Chip_AND1             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:9:map_xor|Chip_NOT2             ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:9:map_xor|Chip_NOT1             ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:9:map_xor                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:8:map_xor|Chip_OR               ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:8:map_xor|Chip_AND2             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:8:map_xor|Chip_AND1             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:8:map_xor|Chip_NOT2             ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:8:map_xor|Chip_NOT1             ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:8:map_xor                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DP|chip_ALU|ADD|\XOR_neg:7:map_xor|Chip_OR               ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
